20.760201651520948	-19.286675791914536
57.99068293974761	-36.76399199887067
107.15122925042749	-55.60716541787552
168.1229464378166	-75.74952254677531
240.83243366072784	-97.02805281092282
325.2306969401849	-119.30152929272879
421.2831796481485	-142.45595645145067
528.9644805455221	-166.39931873276174
648.2553168512293	-191.05637293910573
779.1406663518209	-216.36466885495935
921.6085738519218	-242.27163950869658
1075.6493533877638	-268.7324739037991
1241.255037166509	-295.70854293051724
1418.4189842049673	-323.1662162747532
1607.1355957219369	-351.0759591151543
1807.400103871442	-379.41163175940744
2019.2084119100077	-408.14993955216426
2242.556971799439	-437.2699937837731
2477.4426884123095	-466.7529593000235
2723.862844277963	-496.58176656645486
2981.8150393557785	-526.7408753902927
3251.2971428965134	-557.2160781948215
3532.307253239782	-587.9943370960959
3824.843665203042	-619.0636477288368
4128.904847570259	-650.4129059697491
4444.4894109262395	-682.0318405698367
4771.59609991557	-713.9108944937685
5110.223770707508	-746.0411661694706
5822.037970790852	-811.0226419992989
6195.222667784255	-843.8587654718451
6579.924663289618	-876.9158528860497
6976.143213203223	-910.1874444423838
7383.87762910952	-943.6674469800087
7803.1272733846	-977.3501035290064
8233.891553991754	-1011.2299662506487
8676.169920208538	-1045.3018721369974
9129.961858799563	-1079.5609214662288
9595.266890619772	-1114.0024579304936
10072.084567617738	-1148.6220511182134
10560.41447018962	-1183.415480386796
11060.256204693713	-1218.3787205380254
11571.609401440866	-1253.5079280726834
12094.473712572672	-1288.7994299062593
12628.848810582565	-1324.249711408105
13732.130148841257	-1395.6132911076454
14301.035821695923	-1431.5202684894869
14881.451144132552	-1467.5733676371547
15473.375869155212	-1503.7697330147435
16076.809762194333	-1540.1066184733397
16691.75260091437	-1576.581381143238
17318.204173595095	-1613.191475401734
17956.16427948676	-1649.9344483065447
18605.632726978667	-1686.8079337591396
19266.609333781525	-1723.8096488301296
19939.09392613539	-1760.9373884288323
21318.586411199936	-1835.5624915764351
22025.59399407303	-1873.0558035517915
22744.108941997067	-1910.667029930751
23474.131116130404	-1948.3943041530783
24215.660384384635	-1986.2358172388253
24968.696618326056	-2024.1898154207424
25733.23969720827	-2062.254598388942
26509.289503525124	-2100.4285169510713
27296.845924712154	-2138.709969582943
28095.90885352171	-2177.097399458382
29728.553821347716	-2254.184195247212
30562.135664678593	-2292.880664447355
31407.22362332608	-2331.6773161229003
32263.81760809275	-2370.5728004898488
33131.91753312289	-2409.565801444638
34011.523315748855	-2448.655038816574
34902.634876625234	-2487.83926263936
35805.25213770548	-2527.1172612003156
37645.00346769971	-2605.949864151172
38582.13739579227	-2645.5021865292983
39530.77674145606	-2685.143715821906
40490.92144047717	-2724.8733773516174
41462.571429738055	-2764.6901262424367
42445.7266490887	-2804.5929349928215
43440.38703907108	-2844.5808086692423
45464.223105551726	-2924.8078621559453
46493.398673078795	-2965.0451561434875
47534.07919403697	-3005.3637391855204
48586.26461817236	-3045.76271276158
49649.954896012205	-3086.2412173014686
50725.14998089957	-3126.798386577875
52910.05438771347	-3208.1454105227126
54019.763621781465	-3248.9336477387233
55140.9774859467	-3289.7973130995
56273.69593996247	-3330.73563761531
57417.918943533194	-3371.74787083655
58573.64645763003	-3412.8332739228763
60919.614869112	-3495.220704455838
62109.85569299642	-3536.521333387512
63311.60088327125	-3577.892317077917
64524.850405883284	-3619.332990712965
65749.60422698584	-3660.8426969767
66985.86231508611	-3702.4207947344435
69492.89116807966	-3785.779626113203
70763.6618714752	-3827.559137214471
