-7.309165737105965	0.0029188002916069045
23.827488439374118	-21.83402207153324
60.923142940621936	-39.783760379189765
109.98029751625509	-59.244373700156494
170.86817703482257	-80.04439642777956
243.50716498455336	-101.99740667081367
243.50716498468668	-101.99740667091358
327.8446076217289	-124.9539344069431
423.8436121041879	-148.79634226605265
423.84361210419075	-148.79634226603463
531.477195183411	-173.430762613173
650.7249533260168	-198.7809143349239
650.7249533262578	-198.78091433464533
781.5710414894861	-224.7837224515551
781.5710414901234	-224.78372245280514
924.0028826306416	-251.38622261887795
924.0028826409754	-251.38622259086435
1078.0103095420302	-278.5433397000416
1078.0103094276305	-278.543339797281
1078.0103094286956	-278.5433397962853
1243.5849738800237	-306.2162630183409
1243.5849738803347	-306.2162630177358
1243.5849738802299	-306.21626301801814
1420.7199294771883	-334.37123295340353
1420.7199294525071	-334.37123293687614
1420.719929475109	-334.3712329542643
1420.7199294855113	-334.37123296155784
1420.7199294773284	-334.3712329527044
1420.7199294772977	-334.3712329529285
1420.7199296084127	-334.3712329777397
1420.7199294774173	-334.37123295329167
1420.7199294774487	-334.3712329526508
1420.719929478784	-334.37123295554443
1243.5849738802287	-306.21626301812745
1243.5849738805273	-306.2162630172331
1243.584973878554	-306.2162630156685
1243.5849738803383	-306.21626301781396
1243.5849738802258	-306.216263017797
1420.7199294771772	-334.3712329530178
1609.4093282350063	-362.9786208971915
1809.6481963667543	-392.01221744177064
2244.757841025319	-451.26706390381827
2726.0210338928687	-511.9759411979532
3253.416397556492	-574.0077932803549
3534.408249720735	-605.484946659943
4130.97143537312	-669.3014977616706
4773.630753760609	-734.1976726614859
5462.3762407814565	-800.0994635718008
6197.199608738858	-866.9423513070658
6978.093884380635	-934.6695913068835
7385.815725416289	-968.8489043598088
8235.805519725665	-1037.8100946599795
9131.852936326788	-1107.5397773307711
10073.953877534595	-1177.9996806964523
11062.104762949382	-1249.1551622611548
12096.302444141143	-1320.9747157526676
13176.544137701167	-1393.4295638986055
14302.827369204042	-1466.493318772069
14883.23386147185	-1503.2458723785546
16078.575329454387	-1577.1780439835456
17319.953226033427	-1651.6618390628469
18607.365856594435	-1726.677246445239
19940.811682922464	-1802.2056622499201
21320.289308486543	-1878.22973643354
22745.797459927096	-1954.7332547081867
24217.334972769993	-2031.7010292051636
25734.90077962658	-2109.1188037002667
27298.49389899672	-2186.9731723496857
28908.11342624621	-2265.2515054679056
30563.75852611539	-2343.9418807429456
32265.42842531664	-2423.0330291262217
34013.12240617407	-2502.5142828650573
36720.95708543398	-2622.445619933508
38583.70845298656	-2702.8589835134426
40492.48176149813	-2783.6292013430743
42447.276486251685	-2864.7477833828675
44448.092137444706	-2946.2066446365034
46494.928255651954	-3027.9980623226243
48587.78440844417	-3110.1146544739463
50726.660189928174	-3192.549360461347
54021.25983478472	-3316.7831720991708
56275.1830615626	-3399.984194062031
58575.12466881985	-3483.4808682425614
60921.08434536664	-3567.267337686032
64526.30709248716	-3693.4781771970897
66987.31067574475	-3777.9650218135644
69494.33136572267	-3862.722902962304
72047.36888126035	-3947.7468818955504
74646.42302309338	-4033.0322314798136
78631.28490213484	-4161.440331973792
81345.37962571533	-4247.359397216558
84105.49022799806	-4333.524448629806
88331.93548687048	-4463.224467448368
91207.08497331046	-4549.98704786276
95606.0877482193	-4680.565415559751
98596.27506063157	-4767.902113346314
101632.47723991548	-4855.462282220994
106273.05804345754	-4987.214237500206
109424.29674468798	-5075.318655279475
112621.54982470023	-5163.6352124323175
